"year","week","name","value","region"
2023,20,"reports",20,"福岡市南区"
2023,20,"per_sentinel",2.22,"福岡市南区"
2023,21,"reports",20,"福岡市南区"
2023,21,"per_sentinel",2.22,"福岡市南区"
2023,22,"reports",39,"福岡市南区"
2023,22,"per_sentinel",4.33,"福岡市南区"
2023,23,"reports",52,"福岡市南区"
2023,23,"per_sentinel",5.78,"福岡市南区"
2023,19,"reports",51,"福岡市早良区"
2023,19,"per_sentinel",6.38,"福岡市早良区"
2023,20,"reports",83,"福岡市早良区"
2023,20,"per_sentinel",10.38,"福岡市早良区"
2023,21,"reports",77,"福岡市早良区"
2023,21,"per_sentinel",9.63,"福岡市早良区"
2023,22,"reports",131,"福岡市早良区"
2023,22,"per_sentinel",16.38,"福岡市早良区"
2023,23,"reports",147,"福岡市早良区"
2023,23,"per_sentinel",18.38,"福岡市早良区"
2023,19,"reports",19,"福岡市東区"
2023,19,"per_sentinel",2.11,"福岡市東区"
2023,20,"reports",42,"福岡市東区"
2023,20,"per_sentinel",4.67,"福岡市東区"
2023,21,"reports",29,"福岡市東区"
2023,21,"per_sentinel",3.22,"福岡市東区"
2023,22,"reports",56,"福岡市東区"
2023,22,"per_sentinel",6.22,"福岡市東区"
2023,23,"reports",66,"福岡市東区"
2023,23,"per_sentinel",7.33,"福岡市東区"
2023,19,"reports",12,"福岡市西区"
2023,19,"per_sentinel",1.71,"福岡市西区"
2023,20,"reports",21,"福岡市西区"
2023,20,"per_sentinel",3,"福岡市西区"
2023,21,"reports",13,"福岡市西区"
2023,21,"per_sentinel",1.86,"福岡市西区"
2023,22,"reports",26,"福岡市西区"
2023,22,"per_sentinel",3.71,"福岡市西区"
2023,23,"reports",42,"福岡市西区"
2023,23,"per_sentinel",6,"福岡市西区"
2023,19,"reports",7,"福岡市城南区"
2023,19,"per_sentinel",1.4,"福岡市城南区"
2023,20,"reports",13,"福岡市城南区"
2023,20,"per_sentinel",2.6,"福岡市城南区"
2023,21,"reports",22,"福岡市城南区"
2023,21,"per_sentinel",4.4,"福岡市城南区"
2023,22,"reports",37,"福岡市城南区"
2023,22,"per_sentinel",7.4,"福岡市城南区"
2023,23,"reports",66,"福岡市城南区"
2023,23,"per_sentinel",13.2,"福岡市城南区"
2023,19,"reports",59,"北九州市"
2023,19,"per_sentinel",1.69,"北九州市"
2023,20,"reports",102,"北九州市"
2023,20,"per_sentinel",2.91,"北九州市"
2023,21,"reports",91,"北九州市"
2023,21,"per_sentinel",2.6,"北九州市"
2023,22,"reports",112,"北九州市"
2023,22,"per_sentinel",3.2,"北九州市"
2023,23,"reports",128,"北九州市"
2023,23,"per_sentinel",3.66,"北九州市"
2023,19,"reports",20,"久留米市"
2023,19,"per_sentinel",1.82,"久留米市"
2023,20,"reports",18,"久留米市"
2023,20,"per_sentinel",1.64,"久留米市"
2023,21,"reports",27,"久留米市"
2023,21,"per_sentinel",2.45,"久留米市"
2023,22,"reports",9,"久留米市"
2023,22,"per_sentinel",0.82,"久留米市"
2023,23,"reports",43,"久留米市"
2023,23,"per_sentinel",3.91,"久留米市"
2023,19,"reports",40,"宗像・遠賀"
2023,19,"per_sentinel",3.33,"宗像・遠賀"
2023,20,"reports",28,"宗像・遠賀"
2023,20,"per_sentinel",2.33,"宗像・遠賀"
2023,21,"reports",51,"宗像・遠賀"
2023,21,"per_sentinel",4.25,"宗像・遠賀"
2023,22,"reports",69,"宗像・遠賀"
2023,22,"per_sentinel",5.75,"宗像・遠賀"
2023,23,"reports",74,"宗像・遠賀"
2023,23,"per_sentinel",6.17,"宗像・遠賀"
2023,19,"reports",34,"粕屋"
2023,19,"per_sentinel",2.83,"粕屋"
2023,20,"reports",38,"粕屋"
2023,20,"per_sentinel",3.17,"粕屋"
2023,21,"reports",32,"粕屋"
2023,21,"per_sentinel",2.67,"粕屋"
2023,22,"reports",39,"粕屋"
2023,22,"per_sentinel",3.25,"粕屋"
2023,23,"reports",78,"粕屋"
2023,23,"per_sentinel",6.5,"粕屋"
2023,19,"reports",34,"筑紫"
2023,19,"per_sentinel",2.13,"筑紫"
2023,20,"reports",66,"筑紫"
2023,20,"per_sentinel",4.13,"筑紫"
2023,21,"reports",78,"筑紫"
2023,21,"per_sentinel",4.88,"筑紫"
2023,22,"reports",74,"筑紫"
2023,22,"per_sentinel",4.63,"筑紫"
2023,23,"reports",117,"筑紫"
2023,23,"per_sentinel",7.31,"筑紫"
2023,19,"reports",12,"糸島"
2023,19,"per_sentinel",2,"糸島"
2023,20,"reports",12,"糸島"
2023,20,"per_sentinel",2,"糸島"
2023,21,"reports",28,"糸島"
2023,21,"per_sentinel",4.67,"糸島"
2023,22,"reports",28,"糸島"
2023,22,"per_sentinel",4.67,"糸島"
2023,23,"reports",48,"糸島"
2023,23,"per_sentinel",8,"糸島"
2023,19,"reports",16,"田川"
2023,19,"per_sentinel",2.29,"田川"
2023,20,"reports",11,"田川"
2023,20,"per_sentinel",1.57,"田川"
2023,21,"reports",13,"田川"
2023,21,"per_sentinel",1.86,"田川"
2023,22,"reports",11,"田川"
2023,22,"per_sentinel",1.57,"田川"
2023,23,"reports",13,"田川"
2023,23,"per_sentinel",1.86,"田川"
2023,19,"reports",18,"北筑後"
2023,19,"per_sentinel",2.25,"北筑後"
2023,20,"reports",33,"北筑後"
2023,20,"per_sentinel",4.13,"北筑後"
2023,21,"reports",32,"北筑後"
2023,21,"per_sentinel",4,"北筑後"
2023,22,"reports",36,"北筑後"
2023,22,"per_sentinel",4.5,"北筑後"
2023,23,"reports",72,"北筑後"
2023,23,"per_sentinel",9,"北筑後"
2023,19,"reports",39,"南筑後"
2023,19,"per_sentinel",1.95,"南筑後"
2023,20,"reports",32,"南筑後"
2023,20,"per_sentinel",1.6,"南筑後"
2023,21,"reports",14,"南筑後"
2023,21,"per_sentinel",0.7,"南筑後"
2023,22,"reports",54,"南筑後"
2023,22,"per_sentinel",2.7,"南筑後"
2023,23,"reports",64,"南筑後"
2023,23,"per_sentinel",3.2,"南筑後"
2023,19,"reports",36,"京築"
2023,19,"per_sentinel",4.5,"京築"
2023,20,"reports",22,"京築"
2023,20,"per_sentinel",2.75,"京築"
2023,21,"reports",20,"京築"
2023,21,"per_sentinel",2.5,"京築"
2023,22,"reports",25,"京築"
2023,22,"per_sentinel",3.13,"京築"
2023,23,"reports",28,"京築"
2023,23,"per_sentinel",3.5,"京築"
2023,19,"reports",13,"嘉穂・鞍手"
2023,19,"per_sentinel",1.08,"嘉穂・鞍手"
2023,20,"reports",18,"嘉穂・鞍手"
2023,20,"per_sentinel",1.5,"嘉穂・鞍手"
2023,21,"reports",29,"嘉穂・鞍手"
2023,21,"per_sentinel",2.42,"嘉穂・鞍手"
2023,22,"reports",40,"嘉穂・鞍手"
2023,22,"per_sentinel",3.33,"嘉穂・鞍手"
2023,23,"reports",37,"嘉穂・鞍手"
2023,23,"per_sentinel",3.08,"嘉穂・鞍手"
2023,24,"reports",1173,"福岡県"
2023,24,"per_sentinel",5.92,"福岡県"
2023,24,"reports",33,"福岡市中央区"
2023,24,"per_sentinel",5.5,"福岡市中央区"
2023,24,"reports",52,"福岡市博多区"
2023,24,"per_sentinel",7.43,"福岡市博多区"
2023,24,"reports",63,"福岡市南区"
2023,24,"per_sentinel",7,"福岡市南区"
2023,24,"reports",117,"福岡市早良区"
2023,24,"per_sentinel",14.63,"福岡市早良区"
2023,24,"reports",63,"福岡市東区"
2023,24,"per_sentinel",7,"福岡市東区"
2023,24,"reports",35,"福岡市西区"
2023,24,"per_sentinel",5,"福岡市西区"
2023,24,"reports",37,"福岡市城南区"
2023,24,"per_sentinel",7.4,"福岡市城南区"
2023,24,"reports",191,"北九州市"
2023,24,"per_sentinel",5.46,"北九州市"
2023,24,"reports",39,"久留米市"
2023,24,"per_sentinel",3.55,"久留米市"
2023,24,"reports",87,"宗像・遠賀"
2023,24,"per_sentinel",7.25,"宗像・遠賀"
2023,24,"reports",86,"粕屋"
2023,24,"per_sentinel",7.17,"粕屋"
2023,24,"reports",115,"筑紫"
2023,24,"per_sentinel",7.19,"筑紫"
2023,24,"reports",32,"糸島"
2023,24,"per_sentinel",5.33,"糸島"
2023,24,"reports",12,"田川"
2023,24,"per_sentinel",1.71,"田川"
2023,24,"reports",42,"北筑後"
2023,24,"per_sentinel",5.25,"北筑後"
2023,24,"reports",95,"南筑後"
2023,24,"per_sentinel",4.75,"南筑後"
2023,24,"reports",41,"京築"
2023,24,"per_sentinel",5.13,"京築"
2023,24,"reports",33,"嘉穂・鞍手"
2023,24,"per_sentinel",2.75,"嘉穂・鞍手"
2023,25,"reports",1141,"福岡県"
2023,25,"per_sentinel",5.76,"福岡県"
2023,25,"reports",42,"福岡市中央区"
2023,25,"per_sentinel",7,"福岡市中央区"
2023,25,"reports",26,"福岡市博多区"
2023,25,"per_sentinel",3.71,"福岡市博多区"
2023,25,"reports",50,"福岡市南区"
2023,25,"per_sentinel",5.56,"福岡市南区"
2023,25,"reports",122,"福岡市早良区"
2023,25,"per_sentinel",15.25,"福岡市早良区"
2023,25,"reports",66,"福岡市東区"
2023,25,"per_sentinel",7.33,"福岡市東区"
2023,25,"reports",41,"福岡市西区"
2023,25,"per_sentinel",5.86,"福岡市西区"
2023,25,"reports",34,"福岡市城南区"
2023,25,"per_sentinel",6.8,"福岡市城南区"
2023,25,"reports",163,"北九州市"
2023,25,"per_sentinel",4.66,"北九州市"
2023,25,"reports",32,"久留米市"
2023,25,"per_sentinel",2.91,"久留米市"
2023,25,"reports",68,"宗像・遠賀"
2023,25,"per_sentinel",5.67,"宗像・遠賀"
2023,25,"reports",84,"粕屋"
2023,25,"per_sentinel",7,"粕屋"
2023,25,"reports",116,"筑紫"
2023,25,"per_sentinel",7.25,"筑紫"
2023,25,"reports",41,"糸島"
2023,25,"per_sentinel",6.83,"糸島"
2023,25,"reports",23,"田川"
2023,25,"per_sentinel",3.29,"田川"
2023,25,"reports",39,"北筑後"
2023,25,"per_sentinel",4.88,"北筑後"
2023,25,"reports",116,"南筑後"
2023,25,"per_sentinel",5.8,"南筑後"
2023,25,"reports",33,"京築"
2023,25,"per_sentinel",4.13,"京築"
2023,25,"reports",45,"嘉穂・鞍手"
2023,25,"per_sentinel",3.75,"嘉穂・鞍手"
